candidate_id,composite_score,semantic_score,skill_score,structural_score,behavioral_score,current_title,current_company,location,years_of_experience
CAND_0073671,0.5997,0.7197,0.3333,0.7,0.6225,Mechanical Engineer,Dunder Mifflin,San Francisco,7.1
CAND_0011293,0.5997,0.7427,0.25,0.85,0.5365,Senior Software Engineer,BYJU'S,"Vizag, Andhra Pradesh",5.1
CAND_0043312,0.5997,0.7648,0.1667,0.8,0.652,AI Research Engineer,Haptik,"Noida, Uttar Pradesh",4.2
CAND_0031961,0.5996,0.6986,0.3333,1.0,0.359,Sales Executive,Wayne Enterprises,"Delhi, Delhi",6.0
CAND_0076729,0.5996,0.7257,0.25,0.85,0.5655,Civil Engineer,Globex Inc,"Chennai, Tamil Nadu",5.3
CAND_0033700,0.5995,0.6746,0.1667,1.0,0.6085,Data Analyst,Vedantu,"Bangalore, Karnataka",6.4
CAND_0066350,0.5995,0.6942,0.25,1.0,0.47,Analytics Engineer,PharmEasy,"Hyderabad, Telangana",6.4
CAND_0039347,0.5995,0.7338,0.4167,0.85,0.3425,HR Manager,Pied Piper,"Jaipur, Rajasthan",6.4
CAND_0082718,0.5995,0.6896,0.4167,0.65,0.62,Business Analyst,Globex Inc,"Kolkata, West Bengal",4.4
CAND_0031232,0.5995,0.7367,0.3333,0.85,0.4415,Mechanical Engineer,Initech,"Indore, Madhya Pradesh",8.3
CAND_0072420,0.5995,0.7036,0.4167,0.6,0.6455,Graphic Designer,Globex Inc,"Noida, Uttar Pradesh",13.5
CAND_0028056,0.5994,0.6793,0.25,0.85,0.6455,.NET Developer,Flipkart,"Bhubaneswar, Odisha",5.3
CAND_0010993,0.5994,0.7064,0.4167,0.8,0.44,Business Analyst,Globex Inc,"Mumbai, Maharashtra",4.1
CAND_0014920,0.5994,0.7164,0.3333,0.85,0.4765,Graphic Designer,Wayne Enterprises,"Coimbatore, Tamil Nadu",7.0
CAND_0089775,0.5994,0.719,0.3333,0.85,0.472,Business Analyst,Dunder Mifflin,"Chennai, Tamil Nadu",6.6
CAND_0001961,0.5993,0.7396,0.1667,1.0,0.494,Senior Data Engineer,Nykaa,"Noida, Uttar Pradesh",6.8
CAND_0040018,0.5993,0.7235,0.4167,0.7,0.5095,Marketing Manager,Wipro,"Delhi, Delhi",6.8
CAND_0056324,0.5993,0.74,0.3333,0.8,0.485,Business Analyst,Dunder Mifflin,"Bangalore, Karnataka",10.9
CAND_0034689,0.5993,0.7303,0.4167,0.65,0.5475,Accountant,Initech,"Ahmedabad, Gujarat",10.4
CAND_0041402,0.5993,0.7365,0.1667,0.85,0.649,AI Specialist,Ola,"Vizag, Andhra Pradesh",6.3
CAND_0059224,0.5993,0.7398,0.1667,0.85,0.6435,Senior Software Engineer,CRED,"Trivandrum, Kerala",6.5
CAND_0039383,0.5993,0.748,0.1667,0.85,0.629,Applied ML Engineer,Meesho,"Gurgaon, Haryana",7.1
CAND_0054271,0.5993,0.7827,0.0833,0.85,0.6725,Senior Software Engineer (ML),Verloop.io,"Kochi, Kerala",5.8
CAND_0065915,0.5992,0.7097,0.4167,0.85,0.383,Content Writer,Dunder Mifflin,"Chennai, Tamil Nadu",8.8
CAND_0031397,0.5992,0.7155,0.25,0.85,0.5815,Junior ML Engineer,Observe.AI,"Vizag, Andhra Pradesh",6.6
CAND_0097563,0.5992,0.7327,0.3333,0.85,0.447,Mechanical Engineer,Globex Inc,"Gurgaon, Haryana",7.1
CAND_0094809,0.5992,0.7336,0.3333,0.85,0.4455,Project Manager,Globex Inc,"Chandigarh, Chandigarh",8.5
CAND_0011253,0.5992,0.7361,0.3333,0.85,0.441,Project Manager,Globex Inc,"Ahmedabad, Gujarat",8.5
CAND_0029117,0.5992,0.7418,0.0833,0.85,0.744,Senior Software Engineer (ML),Freshworks,"Kochi, Kerala",5.6
CAND_0006263,0.5991,0.6652,0.1667,1.0,0.623,.NET Developer,Zomato,"Pune, Maharashtra",6.3
CAND_0056503,0.5991,0.7027,0.4167,0.85,0.395,Sales Executive,Dunder Mifflin,"Ahmedabad, Gujarat",8.8
CAND_0053001,0.5991,0.7276,0.25,0.85,0.56,Software Engineer,Hooli,"Kolkata, West Bengal",6.6
CAND_0094256,0.5991,0.7213,0.4167,0.65,0.5625,Business Analyst,Globex Inc,"Coimbatore, Tamil Nadu",4.4
CAND_0098997,0.5991,0.7464,0.3333,0.65,0.6225,Customer Support,Globex Inc,"Chandigarh, Chandigarh",10.1
CAND_0083963,0.599,0.7316,0.3333,1.0,0.298,Civil Engineer,Pied Piper,"Delhi, Delhi",6.6
CAND_0080359,0.599,0.6952,0.4167,0.7,0.5575,HR Manager,Wipro,"Hyderabad, Telangana",5.3
CAND_0022479,0.599,0.7099,0.0833,1.0,0.6485,Analytics Engineer,Meesho,"Mumbai, Maharashtra",7.9
CAND_0036498,0.599,0.7264,0.4167,0.7,0.503,Customer Support,Globex Inc,New York,8.2
CAND_0026099,0.5989,0.6964,0.1667,0.85,0.7175,QA Engineer,Globex Inc,"Vizag, Andhra Pradesh",8.4
CAND_0075360,0.5989,0.7422,0.1667,1.0,0.487,Software Engineer,Meesho,"Pune, Maharashtra",6.2
CAND_0037433,0.5988,0.6885,0.3333,0.85,0.5225,Software Engineer,PolicyBazaar,"Vizag, Andhra Pradesh",6.6
CAND_0021033,0.5988,0.6747,0.0833,1.0,0.709,Customer Support,Initech,"Delhi, Delhi",5.5
CAND_0079092,0.5988,0.6944,0.3333,0.85,0.512,Analytics Engineer,upGrad,"Kolkata, West Bengal",7.5
CAND_0061063,0.5988,0.7016,0.3333,0.85,0.4995,Accountant,Initech,"Indore, Madhya Pradesh",6.5
CAND_0038556,0.5988,0.7069,0.1667,1.0,0.5485,Software Engineer,Pied Piper,"Delhi, Delhi",5.9
CAND_0099965,0.5988,0.7463,0.25,0.65,0.7255,Junior ML Engineer,Niramai,"Kochi, Kerala",4.6
CAND_0006506,0.5987,0.6978,0.25,1.0,0.46,QA Engineer,Razorpay,"Noida, Uttar Pradesh",5.2
CAND_0003641,0.5987,0.6987,0.25,0.85,0.608,Analytics Engineer,Freshworks,"Bhubaneswar, Odisha",7.5
CAND_0075010,0.5987,0.7207,0.3333,0.65,0.6655,Operations Manager,Wayne Enterprises,"Kolkata, West Bengal",9.4
CAND_0019143,0.5987,0.7387,0.25,0.65,0.7385,Senior Software Engineer,Stark Industries,"Chandigarh, Chandigarh",4.7
CAND_0025354,0.5986,0.7595,0.4167,0.65,0.493,Customer Support,Hooli,"Indore, Madhya Pradesh",4.2
CAND_0034671,0.5984,0.7202,0.3333,0.85,0.465,Marketing Manager,Hooli,"Coimbatore, Tamil Nadu",8.4
CAND_0011547,0.5984,0.7212,0.1667,0.85,0.6715,Analytics Engineer,Nykaa,"Trivandrum, Kerala",5.1
CAND_0042285,0.5983,0.7157,0.3333,1.0,0.3225,HR Manager,Initech,"Pune, Maharashtra",7.1
CAND_0053830,0.5983,0.6839,0.1667,1.0,0.586,Software Engineer,Zomato,"Mumbai, Maharashtra",6.1
CAND_0034698,0.5983,0.7022,0.25,1.0,0.45,Civil Engineer,Dunder Mifflin,"Mumbai, Maharashtra",7.7
CAND_0004666,0.5983,0.6728,0.0833,1.0,0.71,Cloud Engineer,Tech Mahindra,"Mumbai, Maharashtra",6.3
CAND_0055271,0.5983,0.7004,0.25,0.85,0.6035,Data Engineer,CRED,"Indore, Madhya Pradesh",7.2
CAND_0080670,0.5983,0.7421,0.3333,0.8,0.476,Customer Support,Acme Corp,"Pune, Maharashtra",4.6
CAND_0031829,0.5983,0.7191,0.1667,0.7,0.8245,Senior Software Engineer,InMobi,Austin,6.5
CAND_0060778,0.5981,0.7078,0.25,1.0,0.4395,Content Writer,Hooli,"Mumbai, Maharashtra",7.9
CAND_0000987,0.5981,0.7071,0.25,0.8,0.6405,Sales Executive,Dunder Mifflin,"Pune, Maharashtra",4.7
CAND_0005690,0.5981,0.7423,0.3333,0.7,0.575,Customer Support,Hooli,Berlin,7.1
CAND_0009837,0.5981,0.8049,0.1667,0.8,0.5735,Senior Data Scientist,Rephrase.ai,"Noida, Uttar Pradesh",4.3
CAND_0037706,0.598,0.6663,0.0833,1.0,0.72,Data Analyst,InMobi,"Hyderabad, Telangana",6.1
CAND_0040521,0.598,0.6775,0.0833,1.0,0.7005,Software Engineer,Meesho,"Mumbai, Maharashtra",7.9
CAND_0094274,0.598,0.7034,0.4167,0.8,0.438,Customer Support,Hooli,"Mumbai, Maharashtra",4.4
CAND_0051662,0.598,0.7304,0.25,1.0,0.3995,Business Analyst,Dunder Mifflin,"Pune, Maharashtra",7.1
CAND_0023889,0.598,0.7249,0.3333,0.8,0.505,HR Manager,Acme Corp,"Noida, Uttar Pradesh",4.5
CAND_0018396,0.5979,0.7141,0.1667,0.85,0.6815,Analytics Engineer,PhonePe,"Bhubaneswar, Odisha",5.3
CAND_0071927,0.5979,0.7211,0.25,0.8,0.615,Business Analyst,Hooli,"Pune, Maharashtra",4.7
CAND_0021836,0.5979,0.7404,0.25,0.85,0.5315,ML Engineer,CRED,"Jaipur, Rajasthan",6.5
CAND_0016302,0.5978,0.6945,0.1667,1.0,0.5655,Cloud Engineer,Stark Industries,"Hyderabad, Telangana",5.6
CAND_0096921,0.5978,0.7088,0.4167,0.8,0.4275,Operations Manager,Pied Piper,"Bangalore, Karnataka",9.5
CAND_0057696,0.5978,0.765,0.1667,0.85,0.592,Senior Software Engineer,InMobi,"Indore, Madhya Pradesh",7.6
CAND_0079652,0.5977,0.6388,0.25,1.0,0.558,Java Developer,CRED,"Pune, Maharashtra",7.3
CAND_0079050,0.5977,0.7126,0.25,1.0,0.429,Data Analyst,Mindtree,"Noida, Uttar Pradesh",7.8
CAND_0097840,0.5977,0.7185,0.4167,0.85,0.3605,Mechanical Engineer,Pied Piper,"Ahmedabad, Gujarat",7.6
CAND_0031581,0.5977,0.7112,0.1667,1.0,0.5355,Project Manager,Stark Industries,"Mumbai, Maharashtra",6.1
CAND_0043222,0.5977,0.6846,0.1667,0.85,0.732,Data Engineer,Dunder Mifflin,"Indore, Madhya Pradesh",6.7
CAND_0085625,0.5977,0.7091,0.25,0.85,0.585,Backend Engineer,Razorpay,"Chennai, Tamil Nadu",7.0
CAND_0065407,0.5977,0.7236,0.3333,0.8,0.5055,Sales Executive,Globex Inc,"Delhi, Delhi",10.4
CAND_0072091,0.5977,0.7488,0.3333,0.65,0.6115,ML Engineer,Krutrim,"Trivandrum, Kerala",4.6
CAND_0092714,0.5977,0.7842,0.1667,0.8,0.6075,Senior Software Engineer (ML),Wysa,"Bangalore, Karnataka",4.2
CAND_0051575,0.5976,0.7037,0.4167,0.85,0.3855,Mechanical Engineer,Initech,"Kolkata, West Bengal",5.0
CAND_0093296,0.5976,0.7059,0.25,1.0,0.44,Backend Engineer,Wayne Enterprises,"Pune, Maharashtra",5.8
CAND_0024004,0.5976,0.7357,0.25,0.7,0.688,Senior Software Engineer,CRED,Sydney,7.9
CAND_0057701,0.5976,0.7845,0.25,0.65,0.6525,Recommendation Systems Engineer,Verloop.io,"Chandigarh, Chandigarh",4.1
CAND_0023444,0.5975,0.7297,0.4167,0.6,0.5895,Mechanical Engineer,Hooli,"Delhi, Delhi",3.8
CAND_0077956,0.5975,0.7444,0.0833,0.85,0.7305,Computer Vision Engineer,Niramai,"Chandigarh, Chandigarh",6.4
CAND_0029439,0.5975,0.7454,0.0833,0.85,0.729,AI Specialist,Mad Street Den,"Ahmedabad, Gujarat",6.4
CAND_0091370,0.5974,0.6477,0.1667,1.0,0.645,DevOps Engineer,Tech Mahindra,"Bangalore, Karnataka",5.1
CAND_0088045,0.5974,0.6733,0.1667,1.0,0.6005,Cloud Engineer,Pied Piper,"Hyderabad, Telangana",6.2
CAND_0072223,0.5974,0.6904,0.1667,1.0,0.5705,Analytics Engineer,Paytm,"Hyderabad, Telangana",6.4
CAND_0079874,0.5974,0.7256,0.3333,0.8,0.5005,Mechanical Engineer,Pied Piper,"Pune, Maharashtra",10.0
CAND_0042380,0.5974,0.718,0.4167,0.6,0.6095,Operations Manager,Wayne Enterprises,"Pune, Maharashtra",14.8
CAND_0008943,0.5974,0.7477,0.1667,0.85,0.62,Computer Vision Engineer,Observe.AI,"Vizag, Andhra Pradesh",6.0
CAND_0076959,0.5974,0.7358,0.25,0.7,0.687,Software Engineer,Zoho,Austin,7.6
CAND_0060162,0.5973,0.6972,0.3333,0.85,0.5,Operations Manager,Globex Inc,"Gurgaon, Haryana",7.7
CAND_0022029,0.5973,0.7218,0.4167,0.85,0.3525,Accountant,Dunder Mifflin,"Bhubaneswar, Odisha",6.6
CAND_0020107,0.5973,0.6991,0.25,0.85,0.6005,Content Writer,Initech,"Bhubaneswar, Odisha",8.6
CAND_0088434,0.5973,0.7259,0.4167,0.8,0.3955,Content Writer,Acme Corp,"Mumbai, Maharashtra",4.8
CAND_0094524,0.5973,0.7321,0.1667,1.0,0.497,Senior Software Engineer,Acme Corp,"Pune, Maharashtra",7.2
CAND_0026716,0.5973,0.7317,0.0833,0.85,0.752,Computer Vision Engineer,PharmEasy,"Trivandrum, Kerala",5.6
CAND_0041441,0.5972,0.7518,0.0833,1.0,0.566,Senior Data Engineer,Stark Industries,"Bangalore, Karnataka",5.7
CAND_0079845,0.5971,0.6714,0.1667,1.0,0.602,Backend Engineer,Wayne Enterprises,"Delhi, Delhi",6.1
CAND_0043641,0.5971,0.7192,0.25,0.85,0.5645,AI Specialist,Freshworks,"Vizag, Andhra Pradesh",6.3
CAND_0087228,0.597,0.6632,0.0833,1.0,0.7205,Software Engineer,Mindtree,"Mumbai, Maharashtra",6.5
CAND_0065016,0.597,0.7063,0.3333,0.85,0.4825,Civil Engineer,Globex Inc,"Coimbatore, Tamil Nadu",8.2
CAND_0097904,0.597,0.7244,0.4167,0.7,0.4965,Content Writer,Pied Piper,Toronto,8.6
CAND_0051213,0.5969,0.6728,0.4167,0.85,0.4365,Marketing Manager,Pied Piper,"Chennai, Tamil Nadu",5.3
CAND_0015293,0.5969,0.683,0.4167,0.85,0.4185,Marketing Manager,Initech,"Kolkata, West Bengal",7.9
CAND_0016782,0.5969,0.6847,0.1667,1.0,0.578,Data Engineer,Ola,"Noida, Uttar Pradesh",7.5
CAND_0036644,0.5969,0.7032,0.3333,0.85,0.487,Business Analyst,Stark Industries,"Kolkata, West Bengal",7.6
CAND_0074731,0.5969,0.6876,0.25,0.85,0.6185,Data Scientist,InMobi,"Chennai, Tamil Nadu",6.6
CAND_0033552,0.5969,0.7104,0.3333,0.85,0.4745,Content Writer,Dunder Mifflin,"Chandigarh, Chandigarh",5.9
CAND_0097299,0.5969,0.7114,0.3333,0.85,0.473,Content Writer,Pied Piper,"Bhubaneswar, Odisha",7.4
CAND_0072112,0.5969,0.7317,0.4167,0.85,0.333,Business Analyst,Acme Corp,"Chandigarh, Chandigarh",6.7
CAND_0059577,0.5969,0.7003,0.4167,0.65,0.588,Mechanical Engineer,Initech,"Indore, Madhya Pradesh",9.8
CAND_0072721,0.5969,0.7283,0.4167,0.6,0.589,Data Scientist,Yellow.ai,"Noida, Uttar Pradesh",3.7
CAND_0083932,0.5968,0.6712,0.3333,1.0,0.393,Cloud Engineer,Dunder Mifflin,"Noida, Uttar Pradesh",7.7
CAND_0090851,0.5968,0.689,0.1667,1.0,0.57,Analytics Engineer,Pied Piper,"Delhi, Delhi",5.7
CAND_0089914,0.5968,0.6725,0.25,0.85,0.6445,Mobile Developer,Zomato,"Bhubaneswar, Odisha",7.5
CAND_0064621,0.5968,0.7148,0.25,0.85,0.5705,Software Engineer,Tech Mahindra,"Kolkata, West Bengal",5.0
CAND_0036973,0.5968,0.7622,0.25,0.85,0.4875,AI Research Engineer,Rephrase.ai,"Vizag, Andhra Pradesh",6.2
CAND_0094876,0.5967,0.6947,0.25,1.0,0.4555,Content Writer,Acme Corp,"Delhi, Delhi",8.2
CAND_0049462,0.5967,0.7074,0.25,1.0,0.433,QA Engineer,Acme Corp,"Bangalore, Karnataka",5.3
CAND_0025180,0.5967,0.7322,0.4167,0.85,0.3315,Accountant,Wayne Enterprises,"Trivandrum, Kerala",6.3
CAND_0080051,0.5967,0.7138,0.1667,0.85,0.676,Data Scientist,Niramai,"Gurgaon, Haryana",5.2
CAND_0095637,0.5967,0.7259,0.4167,0.6,0.5925,Accountant,Wayne Enterprises,"Hyderabad, Telangana",11.5
CAND_0090093,0.5967,0.7305,0.1667,0.8,0.697,Data Scientist,Flipkart,"Noida, Uttar Pradesh",4.4
CAND_0068964,0.5967,0.7426,0.25,0.65,0.7215,ML Engineer,Mad Street Den,"Kochi, Kerala",4.8
CAND_0070204,0.5966,0.6769,0.0,1.0,0.7985,.NET Developer,CRED,"Bangalore, Karnataka",8.2
CAND_0013112,0.5966,0.7397,0.3333,0.7,0.572,Senior Software Engineer,Freshworks,Toronto,7.0
CAND_0035321,0.5966,0.7411,0.0833,0.85,0.732,Senior Data Engineer,Flipkart,"Indore, Madhya Pradesh",7.2
CAND_0040274,0.5965,0.7124,0.25,0.85,0.5735,Backend Engineer,CRED,"Indore, Madhya Pradesh",5.2
CAND_0063027,0.5965,0.716,0.0,1.0,0.7295,HR Manager,Wayne Enterprises,"Noida, Uttar Pradesh",6.6
CAND_0003791,0.5965,0.7505,0.25,0.7,0.6565,ML Engineer,Meesho,San Francisco,6.6
CAND_0006922,0.5964,0.7219,0.4167,0.8,0.398,Graphic Designer,Initech,"Bangalore, Karnataka",9.3
CAND_0062649,0.5963,0.6714,0.25,1.0,0.494,Software Engineer,Vedantu,"Noida, Uttar Pradesh",6.6
CAND_0090378,0.5962,0.6833,0.25,1.0,0.473,Operations Manager,Dunder Mifflin,"Noida, Uttar Pradesh",8.5
CAND_0040553,0.5962,0.6927,0.4167,0.85,0.398,Project Manager,Acme Corp,"Vizag, Andhra Pradesh",7.0
CAND_0027656,0.5962,0.7236,0.4167,0.7,0.494,Accountant,Infosys,"Noida, Uttar Pradesh",6.3
CAND_0066748,0.5962,0.7326,0.3333,0.8,0.4825,Mechanical Engineer,Pied Piper,"Delhi, Delhi",10.2
CAND_0080465,0.5962,0.7375,0.3333,0.5,0.7735,ML Engineer,Meesho,Toronto,4.2
CAND_0075467,0.5961,0.6995,0.3333,1.0,0.3395,Business Analyst,Acme Corp,"Mumbai, Maharashtra",8.5
CAND_0079479,0.5961,0.6734,0.1667,1.0,0.5935,Mobile Developer,Razorpay,"Delhi, Delhi",8.9
CAND_0011759,0.5961,0.7201,0.25,0.85,0.558,Senior Software Engineer,Paytm,"Jaipur, Rajasthan",6.7
CAND_0069635,0.5961,0.7236,0.4167,0.7,0.4935,Graphic Designer,Stark Industries,Singapore,5.2
CAND_0064259,0.5961,0.714,0.1667,0.85,0.6725,Data Engineer,Swiggy,"Ahmedabad, Gujarat",7.5
CAND_0058463,0.5961,0.7261,0.1667,0.85,0.6515,Senior Software Engineer,Zoho,"Kolkata, West Bengal",7.5
CAND_0040820,0.5961,0.7543,0.25,0.85,0.498,Senior Software Engineer (ML),Meesho,"Ahmedabad, Gujarat",5.5
CAND_0003314,0.5961,0.7758,0.1667,0.85,0.5645,Senior Software Engineer,InMobi,"Indore, Madhya Pradesh",5.8
CAND_0064841,0.596,0.7227,0.3333,1.0,0.2985,Mechanical Engineer,Hooli,"Mumbai, Maharashtra",7.5
CAND_0022906,0.596,0.734,0.25,0.85,0.533,Business Analyst,Dunder Mifflin,"Kochi, Kerala",7.6
CAND_0047770,0.5959,0.7041,0.4167,0.8,0.4265,Marketing Manager,Globex Inc,"Hyderabad, Telangana",9.1
CAND_0060869,0.5959,0.7083,0.4167,0.8,0.419,Civil Engineer,Hooli,"Bangalore, Karnataka",10.6
CAND_0057036,0.5959,0.733,0.3333,0.65,0.63,Content Writer,Hooli,"Jaipur, Rajasthan",4.2
CAND_0048378,0.5958,0.6667,0.3333,0.7,0.6955,Cloud Engineer,Swiggy,Seattle,6.5
CAND_0044773,0.5958,0.7248,0.4167,0.85,0.3395,Project Manager,Wayne Enterprises,"Chennai, Tamil Nadu",8.3
CAND_0099298,0.5958,0.7425,0.3333,0.85,0.413,Customer Support,Hooli,"Kochi, Kerala",8.3
CAND_0026206,0.5957,0.6737,0.1667,1.0,0.591,Cloud Engineer,Acme Corp,"Hyderabad, Telangana",8.9
CAND_0033643,0.5957,0.7089,0.1667,1.0,0.5295,Software Engineer,Ola,"Pune, Maharashtra",5.1
CAND_0047603,0.5957,0.7289,0.3333,0.8,0.4865,Mechanical Engineer,Pied Piper,"Bangalore, Karnataka",4.5
CAND_0075382,0.5956,0.6925,0.3333,0.85,0.4995,Graphic Designer,Stark Industries,"Jaipur, Rajasthan",7.2
CAND_0005632,0.5956,0.6929,0.1667,0.85,0.707,Backend Engineer,Dunder Mifflin,"Chandigarh, Chandigarh",5.6
CAND_0075491,0.5956,0.7588,0.0833,0.85,0.696,AI Research Engineer,InMobi,"Vizag, Andhra Pradesh",6.0
CAND_0017269,0.5955,0.7159,0.3333,0.85,0.458,Project Manager,Dunder Mifflin,"Kolkata, West Bengal",6.8
CAND_0094197,0.5955,0.7133,0.0833,1.0,0.625,Software Engineer,InMobi,"Hyderabad, Telangana",6.6
CAND_0068527,0.5955,0.7341,0.3333,0.8,0.476,Civil Engineer,Dunder Mifflin,"Bangalore, Karnataka",9.1
CAND_0098445,0.5955,0.734,0.0833,1.0,0.589,Data Engineer,Mindtree,"Mumbai, Maharashtra",5.0
CAND_0074317,0.5955,0.7454,0.1667,0.8,0.6645,AI Research Engineer,Razorpay,"Delhi, Delhi",4.2
CAND_0064682,0.5954,0.7,0.3333,1.0,0.3355,Content Writer,Acme Corp,"Mumbai, Maharashtra",6.1
CAND_0035622,0.5954,0.6727,0.0833,1.0,0.6955,Graphic Designer,Initech,"Delhi, Delhi",5.2
CAND_0048089,0.5954,0.7033,0.3333,0.85,0.4795,Civil Engineer,Globex Inc,"Vizag, Andhra Pradesh",6.0
CAND_0096980,0.5954,0.7027,0.25,0.85,0.5845,Business Analyst,Dunder Mifflin,"Chennai, Tamil Nadu",7.9
CAND_0097402,0.5954,0.7218,0.3333,0.85,0.4475,Content Writer,Stark Industries,"Chennai, Tamil Nadu",7.4
CAND_0085982,0.5954,0.7313,0.4167,0.8,0.3765,Project Manager,Initech,"Hyderabad, Telangana",4.0
CAND_0001776,0.5954,0.7135,0.4167,0.7,0.5075,Graphic Designer,Dunder Mifflin,Austin,5.1
CAND_0046010,0.5954,0.717,0.25,0.85,0.5595,Software Engineer,Flipkart,"Chandigarh, Chandigarh",5.1
CAND_0031010,0.5954,0.7174,0.4167,0.65,0.5505,Operations Manager,Dunder Mifflin,"Bhubaneswar, Odisha",10.2
CAND_0033971,0.5954,0.7142,0.1667,0.85,0.669,Analytics Engineer,Meesho,"Gurgaon, Haryana",6.4
CAND_0079550,0.5954,0.7393,0.25,0.6,0.771,AI Specialist,Zomato,"Delhi, Delhi",3.9
CAND_0044814,0.5953,0.6667,0.25,1.0,0.4975,Software Engineer,Swiggy,"Hyderabad, Telangana",8.5
CAND_0074653,0.5953,0.7002,0.1667,1.0,0.5425,Accountant,Hooli,"Noida, Uttar Pradesh",7.5
CAND_0077595,0.5953,0.7097,0.0833,1.0,0.6305,Backend Engineer,Paytm,"Noida, Uttar Pradesh",5.3
CAND_0078810,0.5953,0.781,0.25,0.7,0.5975,Senior Software Engineer (ML),Dream11,Sydney,6.9
CAND_0069681,0.5952,0.6718,0.25,1.0,0.488,Full Stack Developer,Tech Mahindra,"Noida, Uttar Pradesh",8.3
CAND_0061136,0.5952,0.6647,0.1667,1.0,0.6045,Java Developer,Mphasis,"Mumbai, Maharashtra",9.0
CAND_0096116,0.5952,0.7292,0.3333,1.0,0.2835,Project Manager,Wayne Enterprises,"Bangalore, Karnataka",7.2
CAND_0021446,0.5952,0.7273,0.25,1.0,0.391,Project Manager,Dunder Mifflin,"Pune, Maharashtra",6.3
CAND_0058746,0.5951,0.6639,0.0,1.0,0.8135,Accountant,Stark Industries,"Bangalore, Karnataka",8.9
CAND_0066091,0.5951,0.7034,0.1667,1.0,0.536,Software Engineer,Razorpay,"Hyderabad, Telangana",7.4
CAND_0033580,0.5951,0.7207,0.3333,0.8,0.4975,Project Manager,Hooli,"Mumbai, Maharashtra",4.2
CAND_0038672,0.595,0.668,0.1667,1.0,0.5975,Frontend Engineer,Mindtree,"Mumbai, Maharashtra",7.5
CAND_0022478,0.595,0.7048,0.1667,1.0,0.533,Software Engineer,BYJU'S,"Bangalore, Karnataka",7.0
CAND_0081958,0.595,0.6839,0.1667,0.85,0.72,Backend Engineer,Dream11,"Bhubaneswar, Odisha",5.2
CAND_0020494,0.595,0.7492,0.1667,1.0,0.4555,AI Research Engineer,Vedantu,"Noida, Uttar Pradesh",5.9
CAND_0033897,0.5949,0.6637,0.0833,1.0,0.709,Data Analyst,upGrad,"Delhi, Delhi",5.2
CAND_0013523,0.5949,0.7174,0.3333,0.85,0.4525,Operations Manager,Globex Inc,"Bhubaneswar, Odisha",7.6
CAND_0034564,0.5949,0.7312,0.3333,0.85,0.428,Content Writer,Dunder Mifflin,"Chennai, Tamil Nadu",8.2
CAND_0037533,0.5949,0.7063,0.1667,0.85,0.68,Analytics Engineer,Stark Industries,"Coimbatore, Tamil Nadu",5.4
CAND_0005821,0.5948,0.6717,0.1667,1.0,0.59,Frontend Engineer,Mphasis,"Hyderabad, Telangana",8.2
CAND_0037406,0.5948,0.7091,0.3333,1.0,0.3165,Graphic Designer,Hooli,"Hyderabad, Telangana",5.2
CAND_0090312,0.5948,0.6928,0.4167,0.8,0.4405,Accountant,Globex Inc,"Pune, Maharashtra",4.2
CAND_0039687,0.5948,0.7039,0.3333,0.85,0.4755,HR Manager,Hooli,"Kolkata, West Bengal",9.0
CAND_0039630,0.5948,0.7238,0.3333,0.85,0.4405,Business Analyst,Pied Piper,"Coimbatore, Tamil Nadu",8.1
CAND_0061411,0.5948,0.7237,0.4167,0.65,0.5365,Mechanical Engineer,Pied Piper,"Gurgaon, Haryana",9.7
CAND_0019149,0.5948,0.7463,0.25,0.85,0.5055,Senior Data Engineer,CRED,"Gurgaon, Haryana",5.7
CAND_0028854,0.5947,0.6658,0.1667,1.0,0.6,.NET Developer,Hooli,"Noida, Uttar Pradesh",6.6
CAND_0052746,0.5947,0.6861,0.25,0.85,0.6105,Mobile Developer,Zomato,"Jaipur, Rajasthan",7.9
CAND_0003572,0.5947,0.7083,0.0833,1.0,0.63,Software Engineer,Flipkart,"Mumbai, Maharashtra",7.9
CAND_0013304,0.5947,0.7138,0.25,0.85,0.562,Data Engineer,Ola,"Coimbatore, Tamil Nadu",6.6
CAND_0045660,0.5947,0.7296,0.3333,0.8,0.48,Data Engineer,Wayne Enterprises,"Hyderabad, Telangana",4.4
CAND_0036840,0.5947,0.7228,0.4167,0.65,0.538,Sales Executive,Pied Piper,"Jaipur, Rajasthan",9.5
CAND_0031520,0.5947,0.723,0.1667,0.85,0.65,Senior Data Engineer,Wayne Enterprises,"Jaipur, Rajasthan",5.8
CAND_0042153,0.5946,0.6912,0.4167,0.85,0.3925,Operations Manager,Acme Corp,"Gurgaon, Haryana",8.1
CAND_0094025,0.5946,0.7146,0.25,0.85,0.56,Data Scientist,CRED,"Chandigarh, Chandigarh",6.4
CAND_0039962,0.5946,0.7074,0.1667,0.85,0.6765,ML Engineer,Paytm,"Kochi, Kerala",6.5
CAND_0070658,0.5946,0.7352,0.3333,0.8,0.47,Civil Engineer,Acme Corp,"Mumbai, Maharashtra",10.9
CAND_0093341,0.5945,0.6756,0.1667,1.0,0.582,Software Engineer,Swiggy,"Noida, Uttar Pradesh",5.5
CAND_0013003,0.5945,0.6854,0.1667,1.0,0.5645,Software Engineer,Swiggy,"Pune, Maharashtra",5.7
